Population,Region,Coordinates,Latitude,Longitude,Anatolian Neolithic Farmer,Caucasus Hunter Gatherer,Zagrosian Neolithic Farmer,Natufian Hunter Gatherer,Eastern Hunter Gatherer,Western Hunter Gatherer,North African Neolithic Farmer,Ancient Ancestral South Indian,Amerindian,Melanesian,Australian Hunter Gatherer,Southeast Asian Neolithic Farmer,Arctic Hunter Gatherer,Amur River Hunter Gatherer,Jomon Hunter Gatherer,Yellow River Neolithic Farmer,East African Hunter Gatherer,South African Hunter Gatherer,West African Hunter Gatherer
Italian*Peninsula*and*Sicily:South*Italy:Italian*(Abruzzo),Europe,"42.35,13.4",42.35,13.4,60.2,11.0,7.0,5.2,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Italian*(Apulia),Europe,"41.0,16.0",41.0,16.0,60.0,12.0,7.2,5.4,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Italian*(Basilicata),Europe,"40.63333333,15.8",40.63333333,15.8,59.4,12.0,7.8,6.4,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Italian*(Calabria),Europe,"38.9,16.6",38.9,16.6,58.2,12.8,9.4,7.8,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Italian*(Campania),Europe,"40.91055556,14.92055556",40.91055556,14.92055556,59.0,11.4,8.8,7.6,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Italian*(Campania*Naples),Europe,"40.83333333,14.25",40.83333333,14.25,59.2,10.6,9.6,7.4,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Italian*(Molise),Europe,"41.69972222,14.61111111",41.69972222,14.61111111,60.8,11.6,6.6,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Sicilian*(Agrigento),Europe,"37.31666667,13.58333333",37.31666667,13.58333333,61.0,7.6,11.2,5.2,13.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Sicilian*(Central),Europe,"37.58333333,14.16666667",37.58333333,14.16666667,54.2,13.6,5.8,12.4,13.6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Sicilian*(East),Europe,"37.5,15.09027778",37.5,15.09027778,55.0,12.2,4.4,13.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Sicilian*(Syracuse),Europe,"37.06916667,15.2875",37.06916667,15.2875,56.2,11.2,8.2,9.8,14.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Sicilian*(Trapani),Europe,"38.0175,12.515",38.0175,12.515,53.6,10.4,8.2,11.0,13.2,3.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italian*Peninsula*and*Sicily:South*Italy:Sicilian*(West),Europe,"37.79805556,12.43416667",37.79805556,12.43416667,58.4,11.0,8.4,7.6,13.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North*Africa:Egypt:Copt,Middle East,"29.472,31.2053",29.472,31.2053,23.2,6.4,13.4,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
North*Africa:Egypt:Egyptian,Middle East,"31.0,31.0",31.0,31.0,27.2,5.0,17.2,35.8,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0
North*Africa:Egypt:Egyptian*(Cairo),Middle East,"30.03333333,31.23333333",30.03333333,31.23333333,26.2,4.8,17.4,36.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0
North*Africa:Egypt:Egyptian*(Kafar*Sheikh),Middle East,"31.11166667,30.94583333",31.11166667,30.94583333,29.4,6.2,15.2,32.8,0.0,0.0,6.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0
North*Africa:Egypt:Egyptian*(Mansoura),Middle East,"31.04027778,31.38277778",31.04027778,31.38277778,26.6,5.0,17.2,37.2,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0
North*Africa:Egypt:Egyptian*(Tanta),Middle East,"30.78333333,31.0",30.78333333,31.0,32.0,0.0,20.4,35.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0
North*Africa:Maghreb:Algerian,Middle East,"35.4208,3.23033",35.4208,3.23033,38.4,1.2,8.6,12.8,2.2,2.2,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,4.6
North*Africa:Maghreb:Algerian*(Algiers),Middle East,"36.75388889,3.058888889",36.75388889,3.058888889,40.2,2.8,5.8,8.8,3.0,1.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.6
North*Africa:Maghreb:Algerian*Berber*(Kabyle),Middle East,"36.4103,4.76137",36.4103,4.76137,45.6,3.8,3.4,5.6,4.2,1.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.8
North*Africa:Maghreb:Algerian*Berber*(Mozabite),Middle East,"32.5014,3.85035",32.5014,3.85035,42.2,3.0,3.4,2.8,1.4,1.8,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,6.6
North*Africa:Maghreb:Algerian*Berber*(Shawiya),Middle East,"35.1867,6.88901",35.1867,6.88901,47.4,3.2,4.4,2.8,1.6,1.6,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,2.0
North*Africa:Maghreb:Algerian*Berber*(Timimoun),Middle East,"29.26277778,-0.2388888889",29.26277778,-0.2388888889,35.0,0.0,7.2,12.4,2.0,0.6,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.2
North*Africa:Maghreb:Libyan,Middle East,"32.86666667,13.18333333",32.86666667,13.18333333,29.0,3.6,10.2,29.8,1.6,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,2.8
North*Africa:Maghreb:Moroccan,Middle East,"32.5,-7.5",32.5,-7.5,39.6,2.4,5.6,7.8,2.6,1.8,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,6.2
North*Africa:Maghreb:Moroccan*(Casablanca),Middle East,"33.53333333,-7.583333333",33.53333333,-7.583333333,36.2,0.4,8.6,8.0,0.6,1.4,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.4
North*Africa:Maghreb:Moroccan*(Chefchaouen),Middle East,"35.17138889,-5.269722222",35.17138889,-5.269722222,45.2,0.8,3.8,1.8,4.0,4.2,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
North*Africa:Maghreb:Moroccan*(Errachidia),Middle East,"31.93194444,-4.424444444",31.93194444,-4.424444444,40.6,0.0,4.6,3.2,0.4,3.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.2
North*Africa:Maghreb:Moroccan*(Fassi),Middle East,"33.93138889,-4.677222222",33.93138889,-4.677222222,47.4,1.8,11.8,5.2,7.8,1.4,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
North*Africa:Maghreb:Moroccan*(Jebala),Middle East,"34.8,-5.583333333",34.8,-5.583333333,45.4,4.6,1.2,5.8,5.2,5.4,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
North*Africa:Maghreb:Moroccan*(Ouarzazate),Middle East,"30.91666667,-6.916666667",30.91666667,-6.916666667,39.0,0.0,3.4,2.8,0.8,1.6,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,7.0
North*Africa:Maghreb:Moroccan*(Oujda),Middle East,"34.68916667,-1.911388889",34.68916667,-1.911388889,43.4,2.0,8.0,6.8,1.8,1.6,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,4.8
North*Africa:Maghreb:Moroccan*Berber*(Central*Atlas*Tamazight),Middle East,"32.68,-4.73",32.68,-4.73,43.6,2.6,2.6,2.2,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,4.4
North*Africa:Maghreb:Moroccan*Berber*(Eastern*Middle*Atlas*Tamazight),Middle East,"34.03333333,-5.0",34.03333333,-5.0,45.4,3.2,2.6,3.4,4.2,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
North*Africa:Maghreb:Moroccan*Berber*(Errachidia),Middle East,"31.93194444,-4.424444444",31.93194444,-4.424444444,40.6,0.0,4.6,2.2,1.2,1.6,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.2
North*Africa:Maghreb:Moroccan*Berber*(Ghomara),Middle East,"34.7979,-4.6696",34.7979,-4.6696,48.8,2.4,3.6,0.0,2.4,3.4,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.6
North*Africa:Maghreb:Moroccan*Berber*(Riffian),Middle East,"34.9167,-2.3167",34.9167,-2.3167,44.2,3.4,4.0,6.0,3.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.6
North*Africa:Maghreb:Moroccan*Berber*(Senhaja*de*Srair),Middle East,"34.9992,-4.51293",34.9992,-4.51293,46.0,5.2,0.2,4.0,3.6,3.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.6
North*Africa:Maghreb:Moroccan*Berber*(Shilha),Middle East,"29.7854,-7.77879",29.7854,-7.77879,40.2,0.8,1.8,4.2,0.2,2.2,44.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
North*Africa:Maghreb:Moroccan*Berber*(Tiznit),Middle East,"29.71666667,-9.716666667",29.71666667,-9.716666667,42.4,0.4,1.8,0.8,0.0,1.8,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,5.6
North*Africa:Maghreb:Saharawi,Middle East,"25.0,-13.0",25.0,-13.0,34.8,0.0,4.2,10.4,0.0,1.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,6.0
North*Africa:Maghreb:Tunisian*(Bizerte),Middle East,"37.27777778,9.863888889",37.27777778,9.863888889,43.4,2.4,6.8,9.0,8.6,0.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,0.0,6.2
North*Africa:Maghreb:Tunisian*(Jendouba),Middle East,"36.5,8.783333333",36.5,8.783333333,40.2,0.4,8.4,7.6,2.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,7.6
North*Africa:Maghreb:Tunisian*(Tunis,Middle East,"36.80638889,10.18166667",36.80638889,10.18166667,36.4,1.2,9.0,15.8,3.0,0.2,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,4.2
North*Africa:Maghreb:Tunisian*Berber*(Chenini),Middle East,"32.91027778,10.26222222",32.91027778,10.26222222,45.4,3.4,3.0,3.8,2.8,0.6,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,2.0
North*Africa:Maghreb:Tunisian*Berber*(Matmata),Middle East,"33.5425,9.966666667",33.5425,9.966666667,42.4,2.6,5.8,11.2,2.8,0.4,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,4.2
North*Africa:Maghreb:Tunisian*Berber*(Sened),Middle East,"34.46666667,9.266666667",34.46666667,9.266666667,34.4,2.4,8.4,20.4,1.8,0.6,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.6
North*Africa:Maghreb:Tunisian*Berber*(Tamezret),Middle East,"33.53833333,9.865277778",33.53833333,9.865277778,42.2,4.0,4.8,7.8,1.0,1.8,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,4.6
North*Africa:Maghreb:Tunisian*Berber*(Zraoua),Middle East,"33.57388889,9.823888889",33.57388889,9.823888889,40.8,2.6,5.8,12.2,2.6,0.4,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,3.4
Northwest*Europe:Belgium:Belgian,Europe,"50.83333333,4.0",50.83333333,4.0,52.4,7.8,0.0,0.0,32.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:British*Isles:Cornish,Europe,"50.5233,-4.18619",50.5233,-4.18619,48.6,6.6,0.0,0.0,35.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:British*Isles:English,Europe,"53.0,-1.0",53.0,-1.0,48.0,7.0,0.0,0.0,35.6,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:British*Isles:Irish,Europe,"53.2186,-7.61509",53.2186,-7.61509,45.8,7.8,0.0,0.0,37.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:British*Isles:Scottish,Europe,"56.7574,-5.24366",56.7574,-5.24366,46.8,7.0,0.0,0.0,37.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:British*Isles:Welsh,Europe,"52.0,-4.0",52.0,-4.0,48.0,7.2,0.0,0.0,35.2,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:Brittany:Breton,Europe,"48.2452,-3.78934",48.2452,-3.78934,49.6,7.0,0.0,0.0,34.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Grand*Est*Ardennes),Europe,"49.5,4.666666667",49.5,4.666666667,52.6,8.0,0.0,0.0,32.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Hauts-de-France*Nord),Europe,"50.38333333,3.316666667",50.38333333,3.316666667,54.0,7.0,0.0,0.0,31.4,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Hauts-de-France*Pas-de-Calais),Europe,"50.95,1.85",50.95,1.85,53.0,7.0,0.0,0.0,31.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Hauts-de-France*Somme),Europe,"49.88333333,2.416666667",49.88333333,2.416666667,52.8,5.4,0.0,0.0,33.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Normandy*Calvados),Europe,"49.03333333,0.25",49.03333333,0.25,53.0,6.4,0.0,0.0,31.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Normandy*Eure),Europe,"49.08333333,1.0",49.08333333,1.0,52.8,5.6,0.0,0.0,34.8,6.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Normandy*Manche),Europe,"49.05,1.25",49.05,1.25,51.4,6.8,0.0,0.0,32.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Normandy*Seine-Maritime),Europe,"49.66666667,0.8333333333",49.66666667,0.8333333333,49.4,7.2,0.0,0.0,35.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:French*(Oïl):French*(Pays*de*la*Loire*Maine-et-Loire),Europe,"47.45,-0.6",47.45,-0.6,52.2,6.0,0.0,0.0,31.6,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:Netherlands:Dutch,Europe,"52.0,5.0",52.0,5.0,47.6,7.2,0.0,0.0,36.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:Scandinavia:Danish,Europe,"54.8655,9.36284",54.8655,9.36284,45.4,6.6,0.0,0.0,38.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:Scandinavia:Norwegian,Europe,"59.92,10.71",59.92,10.71,45.0,5.6,0.0,0.0,40.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:Scandinavia:Norwegian*(Bergen),Europe,"60.38944444,5.33",60.38944444,5.33,45.2,4.8,0.0,0.0,41.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northwest*Europe:Scandinavia:Swedish,Europe,"59.800634,17.389526",59.800634,17.389526,43.2,5.6,0.0,0.0,41.4,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceanian:Australasia:Australian,Oceania,"-26.9704,131.357",-26.9704,131.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,45.8,47.4,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.0
Oceanian:Australasia:Baining,Oceania,"-4.46941,151.98",-4.46941,151.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,82.0,15.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceanian:Melanesia:Ni-Vanuatu,Oceania,"-17.73333333,168.3166667",-17.73333333,168.3166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.4,0.0,15.0,0.0,0.0,2.6,4.0,0.0,0.0,0.0
Oceanian:Polynesia:Papuan*(Coastal),Oceania,"-9.478888889,147.1494444",-9.478888889,147.1494444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceanian:Polynesia:Papuan*(Highland),Oceania,"-4.0975,138.9511111",-4.0975,138.9511111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oceanian:Polynesia:Tahitian,Oceania,"-17.6485,-149.45",-17.6485,-149.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,53.8,0.0,0.0,17.4,9.6,0.0,0.0,0.0
Oceanian:Polynesia:Tongan,Oceania,"-21.17,-175.25",-21.17,-175.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,55.2,0.0,0.0,14.8,4.8,0.0,0.0,0.0
Roma:Balkan*Roma:Roma*(Bosnia*and*Herzegovina),Europe,"44.87722222,18.81111111",44.87722222,18.81111111,38.0,9.4,16.6,2.2,16.6,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma:Balkan*Roma:Roma*(Turkey*Balkans),Europe,"42.67,21.17",42.67,21.17,38.0,9.8,18.6,2.2,11.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma:Iberian*Roma:Roma*(Portugal*Porto),Europe,"41.16194444,-8.621944444",41.16194444,-8.621944444,41.8,12.6,10.4,0.4,16.4,0.0,1.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma:Iberian*Roma:Roma*(Spain*Bilbao),Europe,"43.25694444,-2.923611111",43.25694444,-2.923611111,41.6,9.4,13.0,2.2,18.0,1.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma:Iberian*Roma:Roma*(Spain*Granada),Europe,"37.17805556,-3.600833333",37.17805556,-3.600833333,40.4,9.0,16.0,0.8,14.6,1.2,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roma:Iberian*Roma:Roma*(Spain*Madrid),Europe,"40.41666667,-3.7025",40.41666667,-3.7025,40.4,9.4,14.4,3.0,16.4,0.8,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saami:Saami:Saami*(Finland),Europe,"69.4229,27.8658",69.4229,27.8658,23.6,0.0,0.0,0.0,53.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
Saami:Saami:Saami*(Kola),Europe,"68.2158,35.8348",68.2158,35.8348,26.0,0.0,0.0,0.0,53.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0
Saami:Saami:Saami*(Norway),Europe,"69.222267,20.615579",69.222267,20.615579,19.2,0.0,0.0,0.0,52.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.6,0.0,0.0,0.0,0.0,0.0
Saami:Saami:Saami*(Sweden),Europe,"67.2759,17.8057",67.2759,17.8057,19.8,0.0,0.0,0.0,55.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0
Sardinia:Sardinian:Sardinian,Europe,"40.0,9.0",40.0,9.0,82.6,0.4,1.0,0.0,2.4,13.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia:Sardinian:Sardinian*(Benetutti),Europe,"40.45,9.166666667",40.45,9.166666667,81.6,1.6,0.0,0.0,4.8,11.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia:Sardinian:Sardinian*(North),Europe,"41.0,9.3",41.0,9.3,82.4,0.0,1.0,0.0,3.4,12.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sardinia:Sardinian:Sardinian*(Sulcis-Iglesiente),Europe,"39.11611111,8.7",39.11611111,8.7,80.0,1.8,1.0,0.0,5.8,9.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Andaman*Islands:Jarawa,Central/South Asia,"11.6089,92.658",11.6089,92.658,0.0,0.0,3.0,0.0,4.0,0.0,1.4,44.4,1.0,1.4,12.2,26.6,0.2,2.6,0.0,0.0,3.2,0.0,0.0
South*Asia:Andaman*Islands:Onge,Central/South Asia,"10.6926,92.4707",10.6926,92.4707,0.0,0.0,3.6,0.0,3.2,0.0,1.4,44.2,0.2,0.0,13.6,26.2,1.2,3.2,0.0,0.0,3.2,0.0,0.0
South*Asia:Indian*Subcontinent:Awadhi*Muslim,Central/South Asia,"27.5907,82.4663",27.5907,82.4663,10.6,6.0,35.8,0.0,15.6,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Balti,Central/South Asia,"34.4491,77.2859",34.4491,77.2859,5.4,6.4,30.8,0.0,14.4,0.0,0.0,21.2,0.0,0.0,0.0,0.0,1.4,3.4,0.0,17.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Bania*(Gupta),Central/South Asia,"26.6,73.8",26.6,73.8,3.4,9.6,21.4,0.0,10.4,0.0,0.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Bengali*(Bangladesh),Central/South Asia,"24.0,90.0",24.0,90.0,2.2,6.0,23.8,0.0,11.0,0.0,0.0,47.8,0.0,0.0,0.0,4.4,0.0,0.0,0.0,4.8,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Bengali*(Southeast*Bangladesh),Central/South Asia,"22.3185,92.5073",22.3185,92.5073,3.8,3.2,24.6,0.0,13.2,0.0,0.0,44.8,1.2,0.0,0.0,4.6,0.0,0.0,0.0,4.6,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Bengali*(Sylhet),Central/South Asia,"24.9,91.86666667",24.9,91.86666667,2.8,5.4,26.6,0.0,12.6,0.0,0.0,43.0,0.0,0.0,0.0,4.6,0.0,0.6,0.0,4.4,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Bhumij,Central/South Asia,"22.552,85.804",22.552,85.804,0.0,7.2,2.4,0.0,4.0,0.0,0.0,66.6,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2
South*Asia:Indian*Subcontinent:Birhor,Central/South Asia,"23.585,85.5611",23.585,85.5611,0.0,3.8,4.8,0.0,2.8,0.0,0.0,68.8,0.2,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0
South*Asia:Indian*Subcontinent:Bonda,Central/South Asia,"18.35,81.9",18.35,81.9,0.0,2.8,0.4,0.0,1.6,0.0,0.0,61.2,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Andhra*Pradesh),Central/South Asia,"14.90277778,79.09",14.90277778,79.09,5.2,4.6,33.2,0.0,14.2,0.0,0.0,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Bihar*Bhumihar),Central/South Asia,"25.4,85.1",25.4,85.1,8.6,4.6,32.2,0.0,19.8,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
