Population,Region,Coordinates,Latitude,Longitude,Anatolian Neolithic Farmer,Caucasus Hunter Gatherer,Zagrosian Neolithic Farmer,Natufian Hunter Gatherer,Eastern Hunter Gatherer,Western Hunter Gatherer,North African Neolithic Farmer,Ancient Ancestral South Indian,Amerindian,Melanesian,Australian Hunter Gatherer,Southeast Asian Neolithic Farmer,Arctic Hunter Gatherer,Amur River Hunter Gatherer,Jomon Hunter Gatherer,Yellow River Neolithic Farmer,East African Hunter Gatherer,South African Hunter Gatherer,West African Hunter Gatherer
Southwest*Europe:French*(Occitan):French*(Provence-Alpes-Cote*d'Azur),Europe,"44.0,6.0",44.0,6.0,58.8,7.8,1.4,0.0,24.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Provence-Alpes-Cote*d'Azur*Bouches-du-Rhone),Europe,"43.5,5.083333333",43.5,5.083333333,60.8,7.8,0.0,0.0,24.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:French*(Occitan):French*(Provence-Alpes-Cote*d'Azur*Bouches-du-Rhone*Marseille),Europe,"43.29638889,5.37",43.29638889,5.37,59.2,9.2,0.0,0.0,25.4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Portuguese:Portuguese,Europe,"39.91,-8.1",39.91,-8.1,58.2,6.8,0.0,0.0,20.8,9.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Andalusian*(Andalusia),Europe,"37.38333333,-5.983333333",37.38333333,-5.983333333,59.4,7.0,0.0,0.0,19.4,10.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Aragonese*(Aragon),Europe,"41.0,-1.0",41.0,-1.0,61.2,6.2,0.0,0.0,20.0,11.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Aragonese*(Aragon*North),Europe,"42.16666667,-0.1666666667",42.16666667,-0.1666666667,61.4,4.6,0.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Asturian*(Asturias),Europe,"43.33333333,-6.0",43.33333333,-6.0,58.6,5.8,0.0,0.0,19.6,11.6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Cantabrian*(Cantabria),Europe,"43.33333333,-4.0",43.33333333,-4.0,60.4,5.8,0.0,0.0,20.4,11.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Castilian*(Castile*and*Leon),Europe,"41.645,-4.7425",41.645,-4.7425,58.6,5.8,0.0,0.0,21.8,9.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Castilian*(Castile*and*Leon*Burgos*North),Europe,"42.94361111,-3.542222222",42.94361111,-3.542222222,62.2,4.6,0.0,0.0,20.6,12.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Castilian*(Castile*and*Leon*Soria),Europe,"41.76666667,-2.466666667",41.76666667,-2.466666667,60.0,4.6,0.0,0.0,22.6,12.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Castilian*(Castilla-La*Mancha),Europe,"39.86666667,-4.016666667",39.86666667,-4.016666667,60.8,7.4,0.0,0.0,19.6,9.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Baleares),Europe,"39.5,3.0",39.5,3.0,62.2,6.0,0.0,0.0,23.0,7.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Baleares*Ibiza),Europe,"38.98333333,1.433333333",38.98333333,1.433333333,60.8,7.4,0.0,0.0,21.2,8.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Baleares*Mallorca),Europe,"39.61666667,2.983333333",39.61666667,2.983333333,60.2,8.0,0.0,0.0,22.2,8.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Baleares*Menorca),Europe,"39.96666667,4.083333333",39.96666667,4.083333333,61.6,7.8,0.0,0.0,20.0,9.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia),Europe,"41.8375,1.537777778",41.8375,1.537777778,59.2,6.6,0.0,0.0,20.4,11.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia*Barcelones),Europe,"41.38333333,2.183333333",41.38333333,2.183333333,60.2,6.4,0.0,0.0,21.8,11.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia*Camp*de*Tarragona),Europe,"41.13333333,1.25",41.13333333,1.25,60.0,6.0,0.0,0.0,23.2,9.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia*Girona),Europe,"41.98444444,2.821111111",41.98444444,2.821111111,61.0,6.2,0.0,0.0,23.4,8.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia*Lleida),Europe,"41.61666667,0.6333333333",41.61666667,0.6333333333,60.8,6.6,0.0,0.0,21.6,10.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia*Penedes),Europe,"41.29305556,1.749444444",41.29305556,1.749444444,59.8,7.0,0.0,0.0,23.4,9.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia*Pirineu),Europe,"42.49611111,1.210555556",42.49611111,1.210555556,60.8,6.0,0.0,0.0,20.6,11.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Catalan*(Catalonia*Terres*de*l'Ebre),Europe,"40.92805556,0.5166666667",40.92805556,0.5166666667,61.0,8.0,0.0,0.0,19.8,10.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Extremaduran*(Extremadura),Europe,"39.0,-6.0",39.0,-6.0,58.6,6.0,1.4,0.0,19.8,9.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Galician*(Galicia),Europe,"42.5,-8.1",42.5,-8.1,58.4,6.4,0.0,0.0,21.2,9.6,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Murcian*(Murcia),Europe,"37.98611111,-1.130277778",37.98611111,-1.130277778,59.0,6.4,0.0,0.0,20.8,9.6,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Navarrese*(Navarre),Europe,"42.81666667,-1.65",42.81666667,-1.65,60.8,5.8,0.0,0.0,20.2,11.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Riojan(La*Rioja),Europe,"42.25,-2.5",42.25,-2.5,61.6,5.8,0.0,0.0,18.8,12.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Valencian*(Valencia),Europe,"39.46666667,-0.375",39.46666667,-0.375,60.2,6.6,0.0,0.0,20.0,11.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Valencian*(Valencia*Alicante),Europe,"38.34527778,-0.4830555556",38.34527778,-0.4830555556,59.6,6.0,1.4,0.0,20.4,9.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwest*Europe:Spanish:Valencian*(Valencia*Castellon),Europe,"40.16666667,-0.1666666667",40.16666667,-0.1666666667,61.4,5.8,0.0,0.0,20.6,11.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan*African:Bantu:Bantu*(South*Africa).,Africa,"-29.0,31.0",-29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8,0.0,66.8
Sub-Saharan*African:Bantu:Bitonga*(Mozambique),Africa,"-23.7964,35.1577",-23.7964,35.1577,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,58.8
Sub-Saharan*African:Bantu:Changana,Africa,"-23.75,32.75",-23.75,32.75,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,58.2
Sub-Saharan*African:Bantu:Chopi*(Mozambique),Africa,"-24.8327,34.1097",-24.8327,34.1097,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,0.0,59.2
Sub-Saharan*African:Bantu:Ganguela*(Angola),Africa,"-13.5382,22.2924",-13.5382,22.2924,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,60.2
Sub-Saharan*African:Bantu:Herero*(Namibia).,Africa,"-21.0231,20.5655",-21.0231,20.5655,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.2,0.0,62.8
Sub-Saharan*African:Bantu:Kongo,Africa,"-2.29601,17.1548",-2.29601,17.1548,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,62.2
Sub-Saharan*African:Bantu:Luhya*(Kenya),Africa,"0.343,34.477",0.343,34.477,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,0.0,37.2
Sub-Saharan*African:Bantu:Makhuwa*(Mozambique),Africa,"-14.251,36.5249",-14.251,36.5249,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,58.0
Sub-Saharan*African:Bantu:Manyika,Africa,"-18.1927,32.8052",-18.1927,32.8052,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,0.0,59.2
Sub-Saharan*African:Bantu:Mwani*(Mozambique),Africa,"-12.5821,40.4601",-12.5821,40.4601,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,0.0,55.6
Sub-Saharan*African:Bantu:Nyaneka*(Angola),Africa,"-15.9616,14.94",-15.9616,14.94,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,0.0,60.2
Sub-Saharan*African:Bantu:Nyanja,Africa,"-14.8047,32.8108",-14.8047,32.8108,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,0.0,57.2
Sub-Saharan*African:Bantu:Ronga,Africa,"-26.7329,32.6167",-26.7329,32.6167,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,60.0
Sub-Saharan*African:Bantu:Sena*(Mozambique),Africa,"-19.7933,34.9829",-19.7933,34.9829,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,0.0,57.6
Sub-Saharan*African:Bantu:Tswa*(Mozambique),Africa,"-22.9891,32.4287",-22.9891,32.4287,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,0.0,58.8
Sub-Saharan*African:Bantu:Umbundu*(Angola),Africa,"-12.4763,14.4148",-12.4763,14.4148,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2,0.0,59.8
Sub-Saharan*African:Bantu:Yao,Africa,"-13.6119,35.2387",-13.6119,35.2387,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,0.0,57.6
Sub-Saharan*African:Hadza:Hadza*(Tanzania),Africa,"-3.83115,35.0458",-3.83115,35.0458,0.0,0.0,2.0,3.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,17.2
Sub-Saharan*African:Khoisan:San*(Ju*Hoan),Africa,"-19.688,20.7673",-19.688,20.7673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Sub-Saharan*African:Khoisan:San*(Khomani),Africa,"-30.4207,19.7711",-30.4207,19.7711,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,88.2,0.0
Sub-Saharan*African:Nilo-Saharan:Anuak,Africa,"7.57714,34.0267",7.57714,34.0267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Sub-Saharan*African:Nilo-Saharan:Aringa*(Uganda),Africa,"3.56143,31.3071",3.56143,31.3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6,0.0,14.4
Sub-Saharan*African:Nilo-Saharan:Bari*(South*Sudan),Africa,"4.19522,31.0723",4.19522,31.0723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,2.0
Sub-Saharan*African:Nilo-Saharan:Dinka*(South*Sudan),Africa,"6.7307,30.3021",6.7307,30.3021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Sub-Saharan*African:Nilo-Saharan:Kakwa,Africa,"3.65233,30.7762",3.65233,30.7762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,14.0
Sub-Saharan*African:Nilo-Saharan:Mursi*(Ethiopia),Africa,"5.69801,36.0971",5.69801,36.0971,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,0.0,0.0
Sub-Saharan*African:Nilo-Saharan:Nuer*(South*Sudan),Africa,"8.13911,32.3829",8.13911,32.3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Sub-Saharan*African:Nilo-Saharan:Shilluk*(South*Sudan),Africa,"9.85472,31.7926",9.85472,31.7926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Sub-Saharan*African:Nilo-Saharan:Zaghawa*(Sudan),Africa,"17.4842,23.4626",17.4842,23.4626,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8,0.0,0.0
Sub-Saharan*African:Pygmy:Baka,Africa,"2.16013,13.7804",2.16013,13.7804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Sub-Saharan*African:Pygmy:Bakola,Africa,"0.882925,14.1345",0.882925,14.1345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Sub-Saharan*African:Pygmy:Bedzan,Africa,"5.5925,12.31583333",5.5925,12.31583333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Sub-Saharan*African:Pygmy:Biaka,Africa,"3.6515,17.2713",3.6515,17.2713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Sub-Saharan*African:Pygmy:Mbuti,Africa,"1.557222222,28.44916667",1.557222222,28.44916667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,84.2
Sub-Saharan*African:Sandawe:Sandawe,Africa,"-5.26918,35.4808",-5.26918,35.4808,6.2,0.0,1.2,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,15.2
Sub-Saharan*African:West*Africa:Akan*(Ghana),Africa,"6.34756,-1.33254",6.34756,-1.33254,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,57.8
Sub-Saharan*African:West*Africa:Bambara*(Mali),Africa,"12.9,-7.65",12.9,-7.65,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,53.0
Sub-Saharan*African:West*Africa:Dogon,Africa,"14.5872,-3.56855",14.5872,-3.56855,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.8,0.0,52.0
Sub-Saharan*African:West*Africa:Frafra*(Ghana),Africa,"11.0918,-0.81109",11.0918,-0.81109,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,0.0,53.6
Sub-Saharan*African:West*Africa:Igbo*(Nigeria),Africa,"4.62705,7.23441",4.62705,7.23441,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,60.6
Sub-Saharan*African:West*Africa:Jola*(Gambia),Africa,"12.5089,-16.5539",12.5089,-16.5539,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,55.4
Sub-Saharan*African:West*Africa:Kassena*(Ghana),Africa,"11.0824,-1.39076",11.0824,-1.39076,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,53.8
Sub-Saharan*African:West*Africa:Malinke*(Mali),Africa,"12.9,-7.65",12.9,-7.65,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,0.0,53.0
Sub-Saharan*African:West*Africa:Mandinka*(Gambia),Africa,"12.81652333,-15.65394667",12.81652333,-15.65394667,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,0.0,51.2
Sub-Saharan*African:West*Africa:Mandinka*(Senegal),Africa,"13.5677,-12.8009",13.5677,-12.8009,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0.0,52.4
Sub-Saharan*African:West*Africa:Manjak*(Gambia),Africa,"12.829,-15.9217",12.829,-15.9217,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0.0,53.6
Sub-Saharan*African:West*Africa:Mende*(Sierra*Leone),Africa,"7.90935,-10.9926",7.90935,-10.9926,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,60.4
Sub-Saharan*African:West*Africa:Mossi*(Burkina*Faso),Africa,"11.95,-1.32",11.95,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,53.0
Sub-Saharan*African:West*Africa:Serer*(Gambia),Africa,"13.8941,-16.3916",13.8941,-16.3916,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,51.2
Sub-Saharan*African:West*Africa:Wolof*(Gambia),Africa,"15.2534,-15.383",15.2534,-15.383,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,51.2
Sub-Saharan*African:West*Africa:Yoruba*(Nigeria),Africa,"7.15345,3.67225",7.15345,3.67225,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,0.0,56.6
Volga-Ural:Chuvash:Chuvash,Europe,"55.48701,47.16298",55.48701,47.16298,26.8,4.2,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Volga-Ural:Mari:Mari,Europe,"56.22,46.569",56.22,46.569,19.2,2.0,0.0,1.6,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0
Volga-Ural:Mordvin:Mordvin,Europe,"54.43333333,44.45",54.43333333,44.45,36.0,5.4,0.0,0.0,49.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
Volga-Ural:Mordvin:Mordvin*(Erzya),Europe,"52.8548,45.3901",52.8548,45.3901,35.6,6.0,0.0,0.0,48.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,3.2,0.0,0.0,0.0
Volga-Ural:Mordvin:Mordvin*(Moksha),Europe,"54.1855,42.6728",54.1855,42.6728,38.2,5.6,0.0,0.0,48.6,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,3.4,0.0,0.0,0.0
Volga-Ural:Tatar:Tatar*(Kazan),Europe,"55.55,50.93333333",55.55,50.93333333,30.8,8.2,0.6,0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0
Volga-Ural:Tatar:Tatar*(Mishar),Europe,"53.25,44.56666667",53.25,44.56666667,34.0,7.6,0.0,0.0,43.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,2.2,0.0,0.0,0.0
Volga-Ural:Udmurt:Besermyan,Europe,"57.93111111,51.92194444",57.93111111,51.92194444,24.0,8.0,0.2,0.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0
Volga-Ural:Udmurt:Udmurt,Europe,"56.12921,52.63548",56.12921,52.63548,20.4,7.8,0.2,0.0,50.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,20.2,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Greek:Greek*(Kayseri),Europe,"38.7225,35.4875",38.7225,35.4875,51.4,21.4,16.6,7.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Greek:Greek*(Konya),Europe,"37.86666667,32.48333333",37.86666667,32.48333333,52.2,22.8,11.6,9.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Greek:Greek*(Niğde),Europe,"37.96666667,34.67916667",37.96666667,34.67916667,54.0,20.4,15.2,5.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Antalya),Europe,"36.8875,30.7075",36.8875,30.7075,40.0,12.8,18.2,5.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Aydin),Europe,"37.84805556,27.84527778",37.84805556,27.84527778,39.0,17.2,14.4,6.4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Balikesir),Europe,"39.63333333,27.88333333",39.63333333,27.88333333,40.6,15.2,14.6,4.2,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Central*Anatolia),Europe,"39.0,33.0",39.0,33.0,39.4,20.0,17.4,7.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.6,0.0,1.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Denizli),Europe,"37.76666667,29.08333333",37.76666667,29.08333333,40.2,13.4,18.2,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Eskişehir),Europe,"39.78333333,30.51666667",39.78333333,30.51666667,37.4,20.6,11.8,7.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Giresun),Europe,"40.91527778,38.38944444",40.91527778,38.38944444,38.4,21.6,14.8,2.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0
