Population,Region,Latitude,Longitude,Ancient North Eurasian,Basal East Eurasian,Caucasus Dzudzuana,East African Hunter Gatherer,East Eurasian,South African Hunter Gatherer,West African Hunter Gatherer,Western Hunter Gatherer
Southeast*Asia:Malaysia:Malay*(Malaysia),East Asia,3.08896,101.699,0,38,0,0,62,0,0,0
Southeast*Asia:Malaysia:Malay*(Singapore),East Asia,1.283333333,103.8333333,0,41,0,0,59,0,0,0
Southeast*Asia:Philippines:Aeta*(Philippines),Oceania,15.46666667,120.75,0,69.4,0,0,30.6,0,0,0
Southeast*Asia:Philippines:Agta*(Philippines),Oceania,13.93333333,121.6166667,0,70.8,0,0,29.2,0,0,0
Southeast*Asia:Philippines:Batak*(Philippines),Oceania,10.1115,119.025,0,59.2,0,0,40.8,0,0,0
Southeast*Asia:Philippines:Filipino*(Luzon),Oceania,16,121,0,16.8,0,0,83.2,0,0,0
Southeast*Asia:Philippines:Igorot*(Philippines),Oceania,17.33333333,120.95,0,0.6,0,0,99.4,0,0,0
Southeast*Asia:Philippines:Visayan*(Philippines),Oceania,11,123.5,0,25,0,0,75,0,0,0
Southeast*Asia:Taiwan:Ami*(Taiwan),East Asia,23.0917,121.348,0,0.4,0,0,99.6,0,0,0
Southeast*Asia:Taiwan:Atayal*(Taiwan),East Asia,24.5209,121.388,0,1.8,0,0,98.2,0,0,0
Southeast*Asia:Taiwan:Formosan*(Taiwan),East Asia,22.67527778,120.4913889,0,1,0,0,99,0,0,0
Southeast*Asia:Thailand:Karen*(Thailand),East Asia,18.0048,99.6382,0,22,0,0,78,0,0,0
Southeast*Asia:Thailand:Khmer*(Thailand),East Asia,14.4674,103.863,0,42.2,0,0,57.8,0,0,0
Southeast*Asia:Thailand:Kuy*(Thailand),East Asia,14.6698,104.911,0,39,0,0,61,0,0,0
Southeast*Asia:Thailand:Lawa*(Thailand),East Asia,19.8678,99.2057,0,22,0,0,78,0,0,0
Southeast*Asia:Thailand:Maniq*(Thailand),East Asia,5.97,101.3269444,0,88.2,0,0,11.8,0,0,0
Southeast*Asia:Thailand:Mlabri*(Thailand),East Asia,18.5533,101.163,0,34.4,0,0,65.6,0,0,0
Southeast*Asia:Thailand:Mon*(Thailand),East Asia,15.49394,98.122465,0,35.2,0,0,64.8,0,0,0
Southeast*Asia:Thailand:Nyah*Kur*(Thailand),East Asia,15.8909,101.515,0,44,0,0,56,0,0,0
Southeast*Asia:Thailand:Tai*Lue*(Thailand),East Asia,21.0321,101.282,0,5.8,0,0,94.2,0,0,0
Southeast*Asia:Thailand:Thai*(Thailand),East Asia,14.192,100.671,0,37.4,0,0,62.6,0,0,0
Southeast*Asia:Vietnam:Kinh*(Vietnam),East Asia,20.681188,105.774071,0,6.6,0,0,93.4,0,0,0
Southeast*Europe:Aegean*Sea:Greek*(Crete),Europe,35.20166667,24.90166667,23.8,0,75.4,0.8,0,0,0,0
Southeast*Europe:Aegean*Sea:Greek*(Fourni-Ikaria-Samos),Europe,37.75,26.83333333,23,0,76.8,0.2,0,0,0,0
Southeast*Europe:Aegean*Sea:Greek*(Fourni-Ikaria),Europe,37.56666667,26.5,23,0,76.6,0.4,0,0,0,0
Southeast*Europe:Aegean*Sea:Greek*(Kos),Europe,36.85,27.23333333,22.2,0,76.8,1,0,0,0,0
Southeast*Europe:Aegean*Sea:Greek*(Rhodes),Europe,36.16666667,27.93333333,21.6,0,77,1.4,0,0,0,0
Southeast*Europe:Albania:Albanian,Europe,41,20,24.8,0,70.8,0,0,0,0,4.4
Southeast*Europe:Balkan*Slav:Bosniak,Europe,43.859,17.046,29.8,0,57.6,0,0,0,0,12.6
Southeast*Europe:Balkan*Slav:Bosniak*(Croatia),Europe,45.81666667,15.98333333,29,0,57.4,0,0,0,0,13.6
Southeast*Europe:Balkan*Slav:Bulgarian,Europe,43.3646,25.047,28.2,0,63.6,0,0,0,0,8.2
Southeast*Europe:Balkan*Slav:Croat,Europe,45.555,15.982,29.8,0,55,0,0,0,0,15.2
Southeast*Europe:Balkan*Slav:Croat*(Bosnia),Europe,43.45,17.81666667,30,0,58.6,0,0,0,0,11.4
Southeast*Europe:Balkan*Slav:Montenegrin,Europe,42.5,19.3,28,0,60.6,0,0,0,0,11.4
Southeast*Europe:Balkan*Slav:North*Macedonian,Europe,42,21.43333333,26.4,0,66.4,0,0,0,0,7.2
Southeast*Europe:Balkan*Slav:Serb,Europe,44.3238,21.9192,28.4,0,60.6,0,0,0,0,11
Southeast*Europe:Balkan*Slav:Serb*(Bosnia),Europe,44.75,17.31666667,28.2,0,58,0,0,0,0,13.8
Southeast*Europe:Balkan*Slav:Serb*(Croatia),Europe,45.22861111,18.91666667,29.6,0,60.2,0,0,0,0,10.2
Southeast*Europe:Balkan*Turkish:Turkish*(Deliorman),Europe,43.5,26.75,33.8,0,60.2,0,1.8,0,0,4.2
Southeast*Europe:Balkan*Turkish:Turkish*(Rumeli),Europe,41,21.33333333,33.6,0,61.2,0,3.8,0,0,1.4
Southeast*Europe:Gagauz:Gagauz,Europe,44.59876,28.02769,29,0,64.6,0,0,0,0,6.4
Southeast*Europe:Mainland*Greece:Greek*(Central*Greece),Europe,38.7,22.7,26.6,0,72.2,0,0,0,0,1.2
Southeast*Europe:Mainland*Greece:Greek*(Central*Macedonia),Europe,40.7,23,25.8,0,70.2,0,0,0,0,4
Southeast*Europe:Mainland*Greece:Greek*(East*Macedonia*and*Thrace),Europe,41.2,25,26.6,0,68.8,0,0,0,0,4.6
Southeast*Europe:Mainland*Greece:Greek*(Eastern*Rumelia),Europe,42.15,24.75,27.2,0,69,0,0,0,0,3.8
Southeast*Europe:Mainland*Greece:Greek*(Epirus),Europe,39.6,20.8,25.6,0,70.2,0,0,0,0,4.2
Southeast*Europe:Mainland*Greece:Greek*(Heptanese*Corfu),Europe,39.58333333,19.86666667,24.6,0,71.6,0,0,0,0,3.8
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Arcadia),Europe,37.58333333,22.25,25.2,0,72.6,0,0,0,0,2.2
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Argolis),Europe,37.66666667,22.83333333,24,0,71.6,0,0,0,0,4.4
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Elis),Europe,37.66666667,21.5,26,0,72,0,0,0,0.2,1.8
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Laconia*Monemvasia*Municipality),Europe,36.68333333,23.05,24,0,74.6,0,0,0,0,1.4
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Laconia*Sparta*Municipality),Europe,37.08194444,22.42361111,28,0,70.2,0,0,0,0,1.8
Southeast*Europe:Mainland*Greece:Greek*(Peloponnese*Messinia*Messini),Europe,37.05,22,23.8,0,73,0,0,0,0,3.2
Southeast*Europe:Mainland*Greece:Greek*(Thessaly),Europe,39.6,22.2,25.8,0,70.4,0,0,0,0,3.8
Southeast*Europe:Romania:Romanian,Europe,46.3913,24.2256,28.8,0,61.6,0,0,0,0,9.6
Southwest*Asia:Arabian*Peninsula:Emirati*(A),Middle East,24,54,12.2,4.8,74,9,0,0,0,0
Southwest*Asia:Arabian*Peninsula:Saudi,Middle East,24,45,7.4,4.4,77.4,10.8,0,0,0,0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Al*Bayda),Middle East,13.97638889,45.57083333,7.6,4.4,75.4,12.6,0,0,0,0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Al*Jawf),Middle East,16.78333333,45.51666667,5.8,5,78.2,11,0,0,0,0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Dhamar),Middle East,14.56666667,44.40166667,7.4,3.2,76,13.4,0,0,0,0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Mahra),Middle East,16.8,51.73333333,3.2,8,79,9.8,0,0,0,0
Southwest*Asia:Arabian*Peninsula:Yemenite*(Marib),Middle East,15.46055556,45.32611111,6.2,3.6,78.2,12,0,0,0,0
Southwest*Europe:Basque:Basque*(Araba),Europe,42.85194444,-2.767222222,17.6,0,61.2,0,0,0,0,21.2
Southwest*Europe:Basque:Basque*(Baztan),Europe,43.15,-1.516666667,15.2,0,62.6,0,0,0,0,22.2
Southwest*Europe:Basque:Basque*(Biscay),Europe,43.25,-2.983333333,15.8,0,62.6,0,0,0,0,21.6
Southwest*Europe:Basque:Basque*(France),Europe,43.25,0.8333333333,15.6,0,62.6,0,0,0,0,21.8
Southwest*Europe:Basque:Basque*(Gipuzkoa),Europe,43.16666667,-2.166666667,16.6,0,62.4,0,0,0,0,21
Southwest*Europe:Basque:Basque*(Lower*Navarre),Europe,43.16666667,-1.233333333,16.2,0,62.6,0,0,0,0,21.2
Southwest*Europe:Basque:Basque*(Navarre*Center),Europe,42.75472222,-1.633333333,17,0,63.6,0,0,0,0,19.4
Southwest*Europe:Basque:Basque*(Navarre*North),Europe,43.28055556,-1.681944444,15,0,63,0,0,0,0,22
Southwest*Europe:Basque:Basque*(Roncal),Europe,42.83277778,-0.8877777778,16.4,0,62.2,0,0,0,0,21.4
Southwest*Europe:Basque:Basque*(Soule),Europe,43.23333333,-0.8833333333,14.4,0,64.2,0,0,0,0,21.4
Southwest*Europe:Basque:Basque*(Spain),Europe,42.83333333,-2.683333333,15,0,63,0,0,0,0,22
Southwest*Europe:French*(Occitan):French*(Auvergne-Rhone-Alpes*Haute-Loire),Europe,45,4,21.4,0,62.8,0,0,0,0,15.8
Southwest*Europe:French*(Occitan):French*(Nouvelle-Aquitaine*Haute-Vienne),Europe,45.83333333,1.266666667,20.2,0,62.2,0,0,0,0,17.6
Southwest*Europe:French*(Occitan):French*(Nouvelle-Aquitaine*Landes*Chalosse),Europe,43.69333333,-0.73,17.6,0,62.6,0,0,0,0,19.8
Southwest*Europe:French*(Occitan):French*(Nouvelle-Aquitaine*Landes*Chalosse*Dax),Europe,43.71666667,-1.05,18,0,62.6,0,0,0,0,19.4
Southwest*Europe:French*(Occitan):French*(Nouvelle*Aquitaine*Pyrenees-Atlantiques*Bearn),Europe,43.25,0.8333333333,17.4,0,63,0,0,0,0,19.6
Southwest*Europe:French*(Occitan):French*(Occitanie*Gard),Europe,44.12805556,4.081666667,20.4,0,65,0,0,0,0,14.6
Southwest*Europe:French*(Occitan):French*(Occitanie*Haute-Garonne),Europe,43.41666667,1.5,20,0,63.8,0,0,0,0,16.2
Southwest*Europe:French*(Occitan):French*(Occitanie*Hautes-Pyrenees*Bigorre),Europe,43.065,0.1505555556,17.2,0,64.6,0,0,0,0,18.2
Southwest*Europe:French*(Occitan):French*(Occitanie*Hautes-Pyrenees*Bigorre*Lourdes),Europe,43.1,-0.05,17.8,0,63.2,0,0,0,0,19
Southwest*Europe:French*(Occitan):French*(Occitanie*Lozere),Europe,44.33333333,3.6,22.2,0,61.6,0,0,0,0,16.2
Southwest*Europe:French*(Occitan):French*(Provence-Alpes-Cote*d'Azur),Europe,44,6,23.6,0,63.6,0,0,0,0,12.8
Southwest*Europe:French*(Occitan):French*(Provence-Alpes-Cote*d'Azur*Bouches-du-Rhone),Europe,43.5,5.083333333,22,0,65,0,0,0,0,13
Southwest*Europe:French*(Occitan):French*(Provence-Alpes-Cote*d'Azur*Bouches-du-Rhone*Marseille),Europe,43.29638889,5.37,23.6,0,64.2,0,0,0,0,12.2
Southwest*Europe:Portuguese:Portuguese,Europe,39.91,-8.1,20.2,0,64.8,1.2,0,0,0,13.8
Southwest*Europe:Spanish:Andalusian*(Andalusia),Europe,37.38333333,-5.983333333,19.4,0,65.6,0.6,0,0,0,14.4
Southwest*Europe:Spanish:Aragonese*(Aragon),Europe,41,-1,19,0,65.4,0,0,0,0,15.6
Southwest*Europe:Spanish:Aragonese*(Aragon*North),Europe,42.16666667,-0.1666666667,18,0,63.6,0,0,0,0,18.4
Southwest*Europe:Spanish:Asturian*(Asturias),Europe,43.33333333,-6,18.8,0,64.8,0.4,0,0,0,16
Southwest*Europe:Spanish:Cantabrian*(Cantabria),Europe,43.33333333,-4,19.2,0,64.8,0,0,0,0,16
Southwest*Europe:Spanish:Castilian*(Castile*and*Leon),Europe,41.645,-4.7425,20.2,0,64.4,0.8,0,0,0,14.6
Southwest*Europe:Spanish:Castilian*(Castile*and*Leon*Burgos*North),Europe,42.94361111,-3.542222222,17.6,0,64.8,0,0,0,0,17.6
Southwest*Europe:Spanish:Castilian*(Castile*and*Leon*Soria),Europe,41.76666667,-2.466666667,20,0,62.6,0,0,0,0,17.4
Southwest*Europe:Spanish:Castilian*(Castilla-La*Mancha),Europe,39.86666667,-4.016666667,19.6,0,66.2,0,0,0,0,14.2
Southwest*Europe:Spanish:Catalan*(Baleares),Europe,39.5,3,20.6,0,66.2,0,0,0,0,13.2
Southwest*Europe:Spanish:Catalan*(Baleares*Ibiza),Europe,38.98333333,1.433333333,20.4,0,66.2,0,0,0,0,13.4
Southwest*Europe:Spanish:Catalan*(Baleares*Mallorca),Europe,39.61666667,2.983333333,21.2,0,65.2,0,0,0,0,13.6
Southwest*Europe:Spanish:Catalan*(Baleares*Menorca),Europe,39.96666667,4.083333333,19.6,0,66.6,0,0,0,0,13.8
Southwest*Europe:Spanish:Catalan*(Catalonia),Europe,41.8375,1.537777778,19.6,0,64.2,0,0,0,0,16.2
Southwest*Europe:Spanish:Catalan*(Catalonia*Barcelones),Europe,41.38333333,2.183333333,19.6,0,63.8,0,0,0,0,16.6
Southwest*Europe:Spanish:Catalan*(Catalonia*Camp*de*Tarragona),Europe,41.13333333,1.25,21,0,63.8,0,0,0,0,15.2
Southwest*Europe:Spanish:Catalan*(Catalonia*Girona),Europe,41.98444444,2.821111111,21,0,64.4,0,0,0,0,14.6
Southwest*Europe:Spanish:Catalan*(Catalonia*Lleida),Europe,41.61666667,0.6333333333,19.8,0,64.6,0,0,0,0,15.6
Southwest*Europe:Spanish:Catalan*(Catalonia*Penedes),Europe,41.29305556,1.749444444,21.4,0,63.8,0,0,0,0,14.8
Southwest*Europe:Spanish:Catalan*(Catalonia*Pirineu),Europe,42.49611111,1.210555556,19,0,64.6,0,0,0,0,16.4
Southwest*Europe:Spanish:Catalan*(Catalonia*Terres*de*l'Ebre),Europe,40.92805556,0.5166666667,19.4,0,65.6,0,0,0,0,15
Southwest*Europe:Spanish:Extremaduran*(Extremadura),Europe,39,-6,20.2,0,65.2,1,0,0,0,13.6
Southwest*Europe:Spanish:Galician*(Galicia),Europe,42.5,-8.1,20.4,0,64.6,0.4,0,0,0,14.6
Southwest*Europe:Spanish:Murcian*(Murcia),Europe,37.98611111,-1.130277778,20.4,0,64.8,0.6,0,0,0,14.2
Southwest*Europe:Spanish:Navarrese*(Navarre),Europe,42.81666667,-1.65,19,0,65.2,0,0,0,0,15.8
Southwest*Europe:Spanish:Riojan(La*Rioja),Europe,42.25,-2.5,17.6,0,65.2,0,0,0,0,17.2
Southwest*Europe:Spanish:Valencian*(Valencia),Europe,39.46666667,-0.375,19.4,0,65,0,0,0,0,15.6
Southwest*Europe:Spanish:Valencian*(Valencia*Alicante),Europe,38.34527778,-0.4830555556,20.6,0,65.2,0,0,0,0,14.2
Southwest*Europe:Spanish:Valencian*(Valencia*Castellon),Europe,40.16666667,-0.1666666667,19,0,64.8,0,0,0,0,16.2
Sub-Saharan*African:Bantu:Bantu*(South*Africa).,Africa,-29,31,0,0,0,33.6,0,0,66.4,0
Sub-Saharan*African:Bantu:Bitonga*(Mozambique),Africa,-23.7964,35.1577,0,0,0,43.4,0,0,56.6,0
Sub-Saharan*African:Bantu:Changana,Africa,-23.75,32.75,0,0,0,44.6,0,0,55.4,0
Sub-Saharan*African:Bantu:Chopi*(Mozambique),Africa,-24.8327,34.1097,0,0,0,43.2,0,0,56.8,0
Sub-Saharan*African:Bantu:Ganguela*(Angola),Africa,-13.5382,22.2924,0,0,0,43.8,0,0,56.2,0
Sub-Saharan*African:Bantu:Herero*(Namibia).,Africa,-21.0231,20.5655,0,0,0,41.2,0,0,58.8,0
Sub-Saharan*African:Bantu:Kongo,Africa,-2.29601,17.1548,0,0,0,42,0,0,58,0
Sub-Saharan*African:Bantu:Luhya*(Kenya),Africa,0.343,34.477,0,0,0,65,0,0,35,0
Sub-Saharan*African:Bantu:Makhuwa*(Mozambique),Africa,-14.251,36.5249,0,0,0,45,0,0,55,0
Sub-Saharan*African:Bantu:Manyika,Africa,-18.1927,32.8052,0,0,0,43.2,0,0,56.8,0
Sub-Saharan*African:Bantu:Mwani*(Mozambique),Africa,-12.5821,40.4601,0,0,0,49,0,0,51,0
Sub-Saharan*African:Bantu:Nyaneka*(Angola),Africa,-15.9616,14.94,0,0,0,43.4,0,0,56.6,0
Sub-Saharan*African:Bantu:Nyanja,Africa,-14.8047,32.8108,0,0,0,45.8,0,0,54.2,0
Sub-Saharan*African:Bantu:Ronga,Africa,-26.7329,32.6167,0,0,0,43,0,0,57,0
Sub-Saharan*African:Bantu:Sena*(Mozambique),Africa,-19.7933,34.9829,0,0,0,46,0,0,54,0
Sub-Saharan*African:Bantu:Tswa*(Mozambique),Africa,-22.9891,32.4287,0,0,0,43.6,0,0,56.4,0
Sub-Saharan*African:Bantu:Umbundu*(Angola),Africa,-12.4763,14.4148,0,0,0,44.2,0,0,55.8,0
Sub-Saharan*African:Bantu:Yao,Africa,-13.6119,35.2387,0,0,0,45,0,0,55,0
Sub-Saharan*African:Hadza:Hadza*(Tanzania),Africa,-3.83115,35.0458,0,0,4.6,79.4,0,0,16,0
Sub-Saharan*African:Khoisan:San*(Ju*Hoan),Africa,-19.688,20.7673,0,0,0,0,0,100,0,0
Sub-Saharan*African:Khoisan:San*(Khomani),Africa,-30.4207,19.7711,0,0,0.8,11.4,0,87.8,0,0
Sub-Saharan*African:Nilo-Saharan:Anuak,Africa,7.57714,34.0267,0,0,0,100,0,0,0,0
Sub-Saharan*African:Nilo-Saharan:Aringa*(Uganda),Africa,3.56143,31.3071,0,0,0,85.6,0,0,14.4,0
Sub-Saharan*African:Nilo-Saharan:Bari*(South*Sudan),Africa,4.19522,31.0723,0,0,0,98,0,0,2,0
Sub-Saharan*African:Nilo-Saharan:Dinka*(South*Sudan),Africa,6.7307,30.3021,0,0,0,100,0,0,0,0
Sub-Saharan*African:Nilo-Saharan:Kakwa,Africa,3.65233,30.7762,0,0,0,86,0,0,14,0
Sub-Saharan*African:Nilo-Saharan:Mursi*(Ethiopia),Africa,5.69801,36.0971,0,0,0,100,0,0,0,0
Sub-Saharan*African:Nilo-Saharan:Nuer*(South*Sudan),Africa,8.13911,32.3829,0,0,0,100,0,0,0,0
Sub-Saharan*African:Nilo-Saharan:Shilluk*(South*Sudan),Africa,9.85472,31.7926,0,0,0,100,0,0,0,0
Sub-Saharan*African:Nilo-Saharan:Zaghawa*(Sudan),Africa,17.4842,23.4626,0,0,1,99,0,0,0,0
Sub-Saharan*African:Pygmy:Baka,Africa,2.16013,13.7804,0,0,0,0,0,0,100,0
Sub-Saharan*African:Pygmy:Bakola,Africa,0.882925,14.1345,0,0,0,0,0,0,100,0
Sub-Saharan*African:Pygmy:Bedzan,Africa,5.5925,12.31583333,0,0,0,0,0,0,100,0
Sub-Saharan*African:Pygmy:Biaka,Africa,3.6515,17.2713,0,0,0,0,0,0,100,0
Sub-Saharan*African:Pygmy:Mbuti,Africa,1.557222222,28.44916667,0,0,0,0,0,15.8,84.2,0
Sub-Saharan*African:Sandawe:Sandawe,Africa,-5.26918,35.4808,0,0,10.8,77.2,0,0,12,0
Sub-Saharan*African:West*Africa:Akan*(Ghana),Africa,6.34756,-1.33254,0,0,0,48.6,0,0,51.4,0
Sub-Saharan*African:West*Africa:Bambara*(Mali),Africa,12.9,-7.65,0,0,0,55,0,0,45,0
Sub-Saharan*African:West*Africa:Dogon,Africa,14.5872,-3.56855,0,0,0,57.2,0,0,42.8,0
Sub-Saharan*African:West*Africa:Frafra*(Ghana),Africa,11.0918,-0.81109,0,0,0,53.6,0,0,46.4,0
Sub-Saharan*African:West*Africa:Igbo*(Nigeria),Africa,4.62705,7.23441,0,0,0,45.2,0,0,54.8,0
Sub-Saharan*African:West*Africa:Jola*(Gambia),Africa,12.5089,-16.5539,0,0,0,51.2,0,0,48.8,0
Sub-Saharan*African:West*Africa:Kassena*(Ghana),Africa,11.0824,-1.39076,0,0,0,53.4,0,0,46.6,0
Sub-Saharan*African:West*Africa:Malinke*(Mali),Africa,12.9,-7.65,0,0,0,55.6,0,0,44.4,0
Sub-Saharan*African:West*Africa:Mandinka*(Gambia),Africa,12.81652333,-15.65394667,0,0,0.2,57.8,0,0,42,0
Sub-Saharan*African:West*Africa:Mandinka*(Senegal),Africa,13.5677,-12.8009,0,0,0,57,0,0,43,0
Sub-Saharan*African:West*Africa:Manjak*(Gambia),Africa,12.829,-15.9217,0,0,0,54.6,0,0,45.4,0
Sub-Saharan*African:West*Africa:Mende*(Sierra*Leone),Africa,7.90935,-10.9926,0,0,0,45.6,0,0,54.4,0
Sub-Saharan*African:West*Africa:Mossi*(Burkina*Faso),Africa,11.95,-1.32,0,0,0,54.4,0,0,45.6,0
Sub-Saharan*African:West*Africa:Serer*(Gambia),Africa,13.8941,-16.3916,0,0,0.2,58.2,0,0,41.6,0
Sub-Saharan*African:West*Africa:Wolof*(Gambia),Africa,15.2534,-15.383,0,0,0.2,58.6,0,0,41.2,0
Sub-Saharan*African:West*Africa:Yoruba*(Nigeria),Africa,7.15345,3.67225,0,0,0,49.4,0,0,50.6,0
Volga-Ural:Chuvash:Chuvash,Europe,55.48701,47.16298,44.8,0,30,0,15,0,0,10.2
Volga-Ural:Mari:Mari,Europe,56.22,46.569,47.8,0,23.2,0,20,0,0,9
Volga-Ural:Mordvin:Mordvin,Europe,54.43333333,44.45,42.6,0,39.4,0,0.6,0,0,17.4
Volga-Ural:Mordvin:Mordvin*(Erzya),Europe,52.8548,45.3901,42.4,0,39.6,0,0.2,0,0,17.8
Volga-Ural:Mordvin:Mordvin*(Moksha),Europe,54.1855,42.6728,41.4,0,41.8,0,0,0,0,16.8
Volga-Ural:Tatar:Tatar*(Kazan),Europe,55.55,50.93333333,41.8,0,35.8,0,13,0,0,9.4
Volga-Ural:Tatar:Tatar*(Mishar),Europe,53.25,44.56666667,39.4,0,38.4,0,9.2,0,0,13
Volga-Ural:Udmurt:Besermyan,Europe,57.93111111,51.92194444,49.6,0,29.6,0,13.4,0,0,7.4
Volga-Ural:Udmurt:Udmurt,Europe,56.12921,52.63548,52.4,0,26.2,0,14.4,0,0,7
West*Asia*and*the*Caucasus:Anatolian*Greek:Greek*(Kayseri),Europe,38.7225,35.4875,23.4,0,76,0.6,0,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Greek:Greek*(Konya),Europe,37.86666667,32.48333333,22.2,0,76.8,1,0,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Greek:Greek*(Niğde),Europe,37.96666667,34.67916667,23.6,0,75.8,0.6,0,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Antalya),Europe,36.8875,30.7075,27.6,0,59.2,0.8,12.4,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Aydin),Europe,37.84805556,27.84527778,28.2,0,60,0.8,11,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Balikesir),Europe,39.63333333,27.88333333,30,0,59.2,0.2,10.6,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Central*Anatolia),Europe,39,33,28.4,0,63.2,1.2,7.2,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Denizli),Europe,37.76666667,29.08333333,29.2,0,58.4,1.2,11.2,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Eskişehir),Europe,39.78333333,30.51666667,30.8,0,59.8,0.2,9.2,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Giresun),Europe,40.91527778,38.38944444,28.6,0,57.6,0,13.8,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Isparta),Europe,37.76472222,30.55666667,28.6,0,64.2,0.8,6.4,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Kahramanmaraş),Europe,37.58333333,36.93333333,29,0,61.6,1.6,7.8,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Karaman),Europe,37.18194444,33.21805556,27,0,63,1.4,8.6,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Kayseri),Europe,38.7225,35.4875,27.8,0,65.8,1.2,5.2,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Konya),Europe,37.86666667,32.48333333,27,0,65.8,1,6.2,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Kütahya),Europe,39.41666667,29.98333333,30.2,0,59.6,1,9.2,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Sivas),Europe,39.75,37.01666667,30,0,62.6,0.4,7,0,0,0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Southwest*Anatolia),Europe,36.73333333,29.9,29.2,0,59.2,0.6,11,0,0,0
West*Asia*and*the*Caucasus:Armenian:Armenian,Europe,40,45,24.2,0,73.8,2,0,0,0,0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Erzurum),Europe,39.90861111,41.27694444,25.8,0,73,1.2,0,0,0,0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Gaziantep),Europe,37.06666667,37.38333333,23.2,0,74.4,2.4,0,0,0,0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Kayseri),Europe,38.7225,35.4875,26,0,72.8,1.2,0,0,0,0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Şanlıurfa),Europe,37.15833333,38.79166667,23.2,0,74.6,2.2,0,0,0,0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Yerevan),Europe,40.18138889,44.51444444,25.6,0,72.6,1.8,0,0,0,0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Azerbaijan),Europe,40.97768,46.4737,31.2,0,61.4,2.2,5.2,0,0,0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Iran),Middle East,36.5137,48.4302,31.8,0,60.6,2.2,5.4,0,0,0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Tabriz),Middle East,38.07388889,46.29611111,32.4,0.2,59.2,2.4,5.8,0,0,0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Turkey),Europe,39.92083333,44.04444444,31.2,0,62.4,2.2,4.2,0,0,0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Zanjan),Middle East,36.675,48.48444444,31.6,0,60.8,1.8,5.8,0,0,0
West*Asia*and*the*Caucasus:Cyprus:Greek*(Cyprus),Europe,35.16666667,33.36666667,19.2,0,78,2.8,0,0,0,0
West*Asia*and*the*Caucasus:Cyprus:Turkish*(Cyprus),Europe,35.2875,33.89166667,21.8,0,73.4,4.4,0.4,0,0,0
West*Asia*and*the*Caucasus:Eastern*Black*Sea:Hamsheni,Europe,40.93166667,40.84777778,26.6,0,72.4,0.8,0,0,0.2,0
West*Asia*and*the*Caucasus:Eastern*Black*Sea:Laz*(Turkey),Europe,41.5004,41.9096,27.2,0,72,0.8,0,0,0,0
West*Asia*and*the*Caucasus:Eastern*Black*Sea:Turkish*(Trabzon),Europe,41.005,39.7225,25,0,74.2,0.8,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Kurdish,Middle East,37,43,33.4,0.2,63.6,2.4,0.4,0,0,0
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Feyli),Middle East,32.8977,46.5976,34.4,2.4,60.8,2.4,0,0,0,0
